date,sales
2014-01-18,19913.986005
2014-01-19,18248.908116
2014-01-20,13485.701
2014-01-21,15104.921984
2014-01-22,14311.029008
2014-01-23,15396.895738000001
2014-01-24,19517.445815
2014-01-25,18285.729005
2014-01-26,18432.592952
2014-01-27,13560.089001
2014-01-28,13137.904919999999
2014-01-29,12908.370028
2014-01-30,13204.857023
2014-01-31,18870.904128000002
2014-02-01,21080.46802
2014-02-02,18867.258096
2014-02-03,13872.913926000001
2014-02-04,15425.253955
2014-02-05,15373.603971
2014-02-06,14868.563
2014-02-07,18831.674024
2014-02-08,18690.79097
2014-02-09,16945.311019
2014-02-10,13798.609046
2014-02-11,14430.991
2014-02-12,14882.267967
2014-02-13,14793.541695
2014-02-14,18305.81158
2014-02-15,19765.676931
2014-02-16,19527.286
2014-02-17,16855.00796
2014-02-18,15642.25595
2014-02-19,14649.857998
2014-02-20,14534.6451
2014-02-21,21485.485199
2014-02-22,22178.166044
2014-02-23,18860.75089
2014-02-24,16208.63105
2014-02-25,14775.326042
2014-02-26,14236.87198
2014-02-27,13669.952867
2014-02-28,20377.469121
2014-03-01,22432.974001
2014-03-02,17531.63998
2014-03-03,16593.45295
2014-03-04,18726.591992
2014-03-05,17938.62395
2014-03-06,18409.20788
2014-03-07,20761.422691
2014-03-08,19950.690965
2014-03-09,22034.91997
2014-03-10,15998.822102
2014-03-11,15318.915989000001
2014-03-12,14688.281002
2014-03-13,15185.263956
2014-03-14,20243.843184
2014-03-15,19222.740996
2014-03-16,22006.152946000002
2014-03-17,16907.63997
2014-03-18,14549.273995
2014-03-19,15124.318985
2014-03-20,15315.238916
2014-03-21,20117.787982
2014-03-22,19472.007986
2014-03-23,20580.889135
2014-03-24,16055.57895
2014-03-25,13759.65795
2014-03-26,14801.351005
2014-03-27,14029.817228
2014-03-28,20710.24838
2014-03-29,20302.119882
2014-03-30,20937.736191
2014-03-31,17723.65491
2014-04-01,18903.887982
2014-04-02,18406.135092
2014-04-03,16227.38043
2014-04-04,22534.385375
2014-04-05,22752.249069999998
2014-04-06,21415.033938
2014-04-07,17204.566994
2014-04-08,14689.37501
2014-04-09,14268.96199
2014-04-10,13880.31746
2014-04-11,18986.036505
2014-04-12,18197.66803
2014-04-13,17011.451035
2014-04-14,13635.973006
2014-04-15,12426.71101
2014-04-16,12205.81998
2014-04-17,11620.44622
2014-04-18,12306.303764
2014-04-19,16962.921036
2014-04-20,17234.45797
2014-04-21,15838.53101
2014-04-22,14304.645986
2014-04-23,14829.584001
2014-04-24,14194.646420000001
2014-04-25,19917.917591
2014-04-26,18166.182956
2014-04-27,19264.32501
2014-04-28,14524.01402
2014-04-29,13699.389016
2014-04-30,14621.733976
2014-05-01,21562.077495999998
2014-05-02,25417.610285
2014-05-03,23009.862901
2014-05-04,22620.887855
2014-05-05,16733.85997
2014-05-06,14984.70398
2014-05-07,16063.147956
2014-05-08,14630.884653000001
2014-05-09,21237.804133999998
2014-05-10,23167.25821
2014-05-11,14513.799
2014-05-12,14885.73495
2014-05-13,14544.73601
2014-05-14,14532.887979000001
2014-05-15,14327.298573
2014-05-16,20383.857767
2014-05-17,18506.518071
2014-05-18,21141.67795
2014-05-19,14800.923982
2014-05-20,13889.679015
2014-05-21,14264.959022000001
2014-05-22,14230.37732
2014-05-23,19582.039386
2014-05-24,19591.138906
2014-05-25,20130.35703
2014-05-26,14222.368046
2014-05-27,13442.424019
2014-05-28,13954.406044
2014-05-29,14186.152448
2014-05-30,21093.691686
2014-05-31,21938.307974
2014-06-01,25434.56808
2014-06-02,18932.312982
2014-06-03,17467.38897
2014-06-04,16881.05894
2014-06-05,16385.04526
2014-06-06,23139.182721999998
2014-06-07,20785.97498
2014-06-08,21397.27792
2014-06-09,16172.14002
2014-06-10,14042.104956
2014-06-11,15423.752075
2014-06-12,15001.225384
2014-06-13,24264.288925
2014-06-14,24307.153914
2014-06-15,16656.43297
2014-06-16,18089.707004
2014-06-17,16682.49004
2014-06-18,14947.82804
2014-06-19,16596.758007
2014-06-20,23100.885627
2014-06-21,20300.7661
2014-06-22,20925.933022
2014-06-23,15032.916932
2014-06-24,14129.523000000001
2014-06-25,14311.180035
2014-06-26,14077.193006
2014-06-27,23136.459754
2014-06-28,19054.031
2014-06-29,19338.725994
2014-06-30,16036.660134
2014-07-01,18531.64993
2014-07-02,19186.5529
2014-07-03,17407.11882
2014-07-04,22415.33989
2014-07-05,20456.085035
2014-07-06,21521.181881
2014-07-07,17148.055028
2014-07-08,14715.76201
2014-07-09,14745.731971
2014-07-10,15225.430036
2014-07-11,21123.683308
2014-07-12,20055.89201
2014-07-13,18437.081977
2014-07-14,14253.059992
2014-07-15,14962.871002
2014-07-16,15978.559034
2014-07-17,15570.28802
2014-07-18,22207.804072
2014-07-19,18989.22912
2014-07-20,18184.212006
2014-07-21,16080.096965
2014-07-22,13576.261006
2014-07-23,15384.774048
2014-07-24,15065.107996
2014-07-25,22175.161002
2014-07-26,18155.436997
2014-07-27,18031.55496
2014-07-28,14900.288011
2014-07-29,14195.846961
2014-07-30,13705.200997
2014-07-31,16612.893044
2014-08-01,25606.70501
2014-08-02,23381.59402
2014-08-03,22632.96899
2014-08-04,16555.107993999998
2014-08-05,15733.918034
2014-08-06,16884.578978
2014-08-07,16040.715979999999
2014-08-08,22721.74297
2014-08-09,17867.22891
2014-08-10,17567.59801
2014-08-11,15176.836007
2014-08-12,13395.55806
2014-08-13,15408.435991999999
2014-08-14,15497.350014
2014-08-15,23154.040016
2014-08-16,19557.050052
2014-08-17,19664.918976
2014-08-18,16785.68991
2014-08-19,14973.375992
2014-08-20,15955.985
2014-08-21,15353.10898
2014-08-22,22225.113374
2014-08-23,18129.310025
2014-08-24,19379.780981
2014-08-25,15550.534
2014-08-26,14698.52399
2014-08-27,14477.729036
2014-08-28,14884.674
2014-08-29,21923.328
2014-08-30,20065.15083
2014-08-31,22367.207
2014-09-01,22493.806004
2014-09-02,18584.347012
2014-09-03,18517.75999
2014-09-04,17947.699156
2014-09-05,24410.665810000002
2014-09-06,22890.04407
2014-09-07,23846.312108
2014-09-08,17196.45104
2014-09-09,15297.758006
2014-09-10,16357.64803
2014-09-11,15061.98501
2014-09-12,21294.217879
2014-09-13,19095.007985
2014-09-14,20533.10311
2014-09-15,15914.412978
2014-09-16,16215.505
2014-09-17,16382.603144
2014-09-18,15922.070026
2014-09-19,22216.912855
2014-09-20,21528.88301
2014-09-21,21510.87495
2014-09-22,15442.412966
2014-09-23,15267.737954
2014-09-24,15402.99899
2014-09-25,14617.636046
2014-09-26,20138.903022
2014-09-27,19583.331063999998
2014-09-28,21433.89887
2014-09-29,15405.570975
2014-09-30,15882.324996
2014-10-01,20108.36199
2014-10-02,18923.412028
2014-10-03,25427.793966
2014-10-04,23475.11982
2014-10-05,23364.41999
2014-10-06,15706.011048
2014-10-07,15465.933019
2014-10-08,15262.587043
2014-10-09,15828.867056000001
2014-10-10,24134.965981
2014-10-11,18938.39304
2014-10-12,20129.22788
2014-10-13,15978.201968
2014-10-14,15200.649965999999
2014-10-15,15668.11496
2014-10-16,17520.886
2014-10-17,21537.37705
2014-10-18,20698.655014
2014-10-19,22567.404006
2014-10-20,16504.878912
2014-10-21,15017.940988
2014-10-22,15151.90303
2014-10-23,15517.359964
2014-10-24,21171.26906
2014-10-25,19344.57588
2014-10-26,21147.863989999998
2014-10-27,15126.34608
2014-10-28,14072.465945
2014-10-29,15083.149046
2014-10-30,13895.987094
2014-10-31,21386.097892
2014-11-01,22084.772857
2014-11-02,18692.857004
2014-11-03,22307.48801
2014-11-04,16609.986
2014-11-05,16532.959038
2014-11-06,16869.374
2014-11-07,21571.223989000002
2014-11-08,19665.211037
2014-11-09,19772.207014
2014-11-10,11969.502012
2014-11-11,14075.193
2014-11-12,13596.78297
2014-11-13,13830.696001
2014-11-14,19767.171
2014-11-15,19072.260022
2014-11-16,20975.191006
2014-11-17,13067.178996999999
2014-11-18,13761.551954
2014-11-19,13329.450016
2014-11-20,15272.020982
2014-11-21,19729.785994
2014-11-22,18287.18101
2014-11-23,18907.159988
2014-11-24,11207.854982
2014-11-25,12420.06599
2014-11-26,13413.792993000001
2014-11-27,12903.261037
2014-11-28,19934.3181
2014-11-29,19762.452999999998
2014-11-30,22436.41287
2014-12-01,17602.606964
2014-12-02,17010.481986
2014-12-03,16708.266004
2014-12-04,15786.640019999999
2014-12-05,21296.426991
2014-12-06,19873.66499
2014-12-07,22835.122115000002
2014-12-08,17858.377009
2014-12-09,15482.15099
2014-12-10,15146.20402
2014-12-11,14580.014999
2014-12-12,20284.958949
2014-12-13,17816.568952
2014-12-14,20052.83604
2014-12-15,16268.265969
2014-12-16,15927.252018
2014-12-17,16457.608975
2014-12-18,15857.011986
2014-12-19,20464.99698
2014-12-20,17477.111986
2014-12-21,20353.35201
2014-12-22,18753.90995
2014-12-23,18325.221906
2014-12-24,14017.62201
2014-12-26,22258.52294
2014-12-27,16897.36996
2014-12-28,15900.347962
2014-12-29,15799.152026
2014-12-30,19309.15697
2014-12-31,14764.529961
2015-01-01,479.767
2015-01-02,24370.203999
2015-01-03,21044.533846000002
2015-01-04,22198.505007
2015-01-05,16451.88092
2015-01-06,16381.03705
2015-01-07,17125.948024
2015-01-08,15969.093014
2015-01-09,21454.078029
2015-01-10,18780.874
2015-01-11,21424.822985
2015-01-12,14449.219982999999
2015-01-13,15101.28105
2015-01-14,16180.69809
2015-01-15,16153.86597
2015-01-16,21741.19896
2015-01-17,20679.41403
2015-01-18,21628.585966
2015-01-19,15341.06894
2015-01-20,14835.24209
2015-01-21,15852.058996
2015-01-22,14346.907027
2015-01-23,21776.845986
2015-01-24,19763.99702
2015-01-25,21182.361991
2015-01-26,13664.278016
2015-01-27,13218.26098
2015-01-28,14063.476974
2015-01-29,14380.75698
2015-01-30,22040.696988
2015-01-31,21036.76898
2015-02-01,25782.15001
2015-02-02,18382.446997
2015-02-03,16799.823998
2015-02-04,16644.89401
2015-02-05,16567.03402
2015-02-06,22098.786168
2015-02-07,19611.046946
2015-02-08,21425.027976
2015-02-09,16597.97401
2015-02-10,14645.42801
2015-02-11,14747.06198
2015-02-12,14736.59203
2015-02-13,21673.709991
2015-02-14,17179.268015
2015-02-15,15286.041986
2015-02-16,15113.552936
2015-02-17,16660.38603
2015-02-18,16378.880944
2015-02-19,17713.964974
2015-02-20,22589.915982
2015-02-21,18273.647047
2015-02-22,21002.119998000002
2015-02-23,15057.44397
2015-02-24,14288.17901
2015-02-25,13626.108997
2015-02-26,14949.95795
2015-02-27,21031.651881
2015-02-28,19871.980973
2015-03-01,25721.369899999998
2015-03-02,18593.98297
2015-03-03,16960.240966
2015-03-04,16941.214115
2015-03-05,16996.032996
2015-03-06,22357.61794
2015-03-07,20487.39702
2015-03-08,20667.754035
2015-03-09,16216.851
2015-03-10,14774.276042
2015-03-11,14004.998076
2015-03-12,15323.378014
2015-03-13,20115.56312
2015-03-14,19203.32292
2015-03-15,21329.73096
2015-03-16,15984.312958
2015-03-17,15561.911945
2015-03-18,14442.658
2015-03-19,15591.45302
2015-03-20,20885.584
2015-03-21,19044.7941
2015-03-22,21015.381094
2015-03-23,16232.496038
2015-03-24,14176.964025
2015-03-25,13874.25095
2015-03-26,15009.425001
2015-03-27,20130.84197
2015-03-28,17949.533034
2015-03-29,19190.00301
2015-03-30,13900.809981999999
2015-03-31,13833.01002
2015-04-01,15994.276011
2015-04-02,14414.721003999999
2015-04-03,16546.52601
2015-04-04,20006.120869
2015-04-05,20233.801928
2015-04-06,17174.712946
2015-04-07,15963.009979999999
2015-04-08,14909.514053
2015-04-09,16425.36396
2015-04-10,22392.435032
2015-04-11,19222.237993
2015-04-12,20900.125981
2015-04-13,15064.029008
2015-04-14,15032.45697
2015-04-15,15580.299995
2015-04-16,16426.657954
2015-04-17,22305.576957999998
2015-04-18,19715.47991
2015-04-19,21501.53204
2015-04-20,16228.593954
2015-04-21,14873.26905
2015-04-22,14738.019003
2015-04-23,15340.601036
2015-04-24,21471.811977
2015-04-25,18714.728
2015-04-26,19862.50403
2015-04-27,15109.567015999999
2015-04-28,13782.985036
2015-04-29,14660.10107
2015-04-30,17713.22197
2015-05-01,27998.921961
2015-05-02,22563.79293
2015-05-03,23621.972025
2015-05-04,18326.997978
2015-05-05,17393.47901
2015-05-06,16859.342946
2015-05-07,16608.597934
2015-05-08,23632.84998
2015-05-09,21910.323906
2015-05-10,16721.14801
2015-05-11,16764.815034
2015-05-12,15077.908002
2015-05-13,14836.767
2015-05-14,15158.378963
2015-05-15,22738.50114
2015-05-16,20509.150953
2015-05-17,22461.837018
2015-05-18,16529.167933
2015-05-19,15626.950013
2015-05-20,15449.075045
2015-05-21,15211.788
2015-05-22,22636.162049
2015-05-23,19438.40494
2015-05-24,21332.98
2015-05-25,15542.067979
2015-05-26,14535.16798
2015-05-27,14118.889996
2015-05-28,15801.898971
2015-05-29,25128.141998
2015-05-30,21922.18198
2015-05-31,25234.23806
2015-06-01,19475.995998
2015-06-02,19035.098998
2015-06-03,17167.412949999998
2015-06-04,18395.83402
2015-06-05,24743.479021
2015-06-06,20994.432964
2015-06-07,23880.160789999998
2015-06-08,17642.513005
2015-06-09,16738.376032
2015-06-10,15975.94404
2015-06-11,16257.875951
2015-06-12,24672.236975
2015-06-13,19951.619056
2015-06-14,22240.826956
2015-06-15,16329.65504
2015-06-16,17152.415088
2015-06-17,16141.405015
2015-06-18,17152.75805
2015-06-19,25163.482019
2015-06-20,22351.899991
2015-06-21,17883.756966
2015-06-22,16048.908
2015-06-23,15295.313985
2015-06-24,14534.166054
2015-06-25,15165.796994
2015-06-26,21510.883121
2015-06-27,19221.381996
2015-06-28,21530.78397
2015-06-29,15840.18299
2015-06-30,16519.534
2015-07-01,20600.820955
2015-07-02,20570.16109
2015-07-03,27455.556062
2015-07-04,23758.068105
2015-07-05,23139.65203
2015-07-06,18030.295998
2015-07-07,16314.074988
2015-07-08,17610.232886
2015-07-09,17641.892095
2015-07-10,23649.561048
2015-07-11,19523.563054000002
2015-07-12,19497.753925
2015-07-13,16666.838057
2015-07-14,15271.321975
2015-07-15,15933.18502
2015-07-16,17342.60005
2015-07-17,24781.04099
2015-07-18,19108.236024
2015-07-19,21284.265952
2015-07-20,17648.191992
2015-07-21,15347.755986
2015-07-22,14937.954015
2015-07-23,16429.50006
2015-07-24,24199.39496
2015-07-25,18875.16103
2015-07-26,19570.71005
2015-07-27,16985.964966
2015-07-28,15803.05903
2015-07-29,15101.05105
2015-07-30,16687.76595
2015-07-31,25138.047975
2015-08-01,23571.360966
2015-08-02,23137.239990000002
2015-08-03,18847.147906
2015-08-04,17690.184106
2015-08-05,17532.612018
2015-08-06,17012.683052
2015-08-07,25385.48101
2015-08-08,18293.946886
2015-08-09,17309.490005
2015-08-10,18538.482002
2015-08-11,16210.370974
2015-08-12,15916.98001
2015-08-13,16403.653968
2015-08-14,23600.634989
2015-08-15,20403.94099
2015-08-16,20616.15998
2015-08-17,16725.028985
2015-08-18,15377.124025
2015-08-19,15654.345964
2015-08-20,17214.16203
2015-08-21,23531.50499
2015-08-22,18483.150956
2015-08-23,19014.719168
2015-08-24,17020.030026
2015-08-25,15513.004
2015-08-26,15134.82605
2015-08-27,16323.42707
2015-08-28,22939.619878
2015-08-29,19757.048994
2015-08-30,19947.289046
2015-08-31,18108.492992
2015-09-01,20678.158050000002
2015-09-02,19135.679024
2015-09-03,19354.37703
2015-09-04,26224.456972
2015-09-05,21809.554985
2015-09-06,23254.757016
2015-09-07,16917.671018
2015-09-08,15464.851014
2015-09-09,15096.248015000001
2015-09-10,16667.455024
2015-09-11,23018.209903
2015-09-12,19844.120993
2015-09-13,21356.06096
2015-09-14,15366.749025000001
2015-09-15,16414.771986
2015-09-16,16619.145015000002
2015-09-17,17803.39402
2015-09-18,23736.153005
2015-09-19,21305.95504
2015-09-20,21770.46501
2015-09-21,16537.39698
2015-09-22,15108.01293
2015-09-23,15167.067986
2015-09-24,15915.74603
2015-09-25,22303.729042
2015-09-26,19859.494
2015-09-27,20830.30105
2015-09-28,15597.361996
2015-09-29,14585.723038
2015-09-30,14968.567
2015-10-01,20926.81894
2015-10-02,26684.364007
2015-10-03,23926.06697
2015-10-04,24172.015954
2015-10-05,16858.403968
2015-10-06,16019.246984
2015-10-07,16084.982005
2015-10-08,17691.189058
2015-10-09,25954.186034
2015-10-10,19216.524995
2015-10-11,19008.917019
2015-10-12,16780.65502
2015-10-13,14302.539994
2015-10-14,15220.316993
2015-10-15,17508.416126
2015-10-16,24191.613024
2015-10-17,20944.34704
2015-10-18,21124.911955
2015-10-19,15929.063002
2015-10-20,16098.405993
2015-10-21,15148.06305
2015-10-22,16462.195982
2015-10-23,22633.564995
2015-10-24,19961.871967
2015-10-25,21354.95797
2015-10-26,14915.904058
2015-10-27,13482.25599
2015-10-28,12802.58
2015-10-29,14648.205052
2015-10-30,21133.029108
2015-10-31,19602.747989
2015-11-01,17852.717969
2015-11-02,16943.136028
2015-11-03,20619.794956
2015-11-04,17776.97901
2015-11-05,16969.519
2015-11-06,21553.8341
2015-11-07,19364.943973
2015-11-08,21587.464956
2015-11-09,19015.754004
2015-11-10,14164.89499
2015-11-11,14137.033992
2015-11-12,14961.906015999999
2015-11-13,22193.95302
2015-11-14,19181.029962
2015-11-15,20207.610909
2015-11-16,16303.669992
2015-11-17,14036.588016
2015-11-18,14692.73098
2015-11-19,15367.940023
2015-11-20,23186.639152
2015-11-21,18334.275061
2015-11-22,20546.96499
2015-11-23,15602.654864
2015-11-24,14132.341013
2015-11-25,13886.529034
2015-11-26,15215.345978
2015-11-27,22025.634003
2015-11-28,18323.18699
2015-11-29,21435.642988
2015-11-30,16288.211985
2015-12-01,18213.509976
2015-12-02,17665.50599
2015-12-03,17487.64902
2015-12-04,24156.099041999998
2015-12-05,20677.696025
2015-12-06,22920.683136
2015-12-07,17376.26795
